"Time","Downstream Lift Monitor: Downstream Lift Monitor (N)"
0.1,0.0029244535002920565
0.2,2.815162321369263E-4
0.30000000000000004,0.0012171845595805291
0.4,6.217938897524599E-4
0.5,7.149792538319322E-4
0.6,9.79851803516247E-4
0.7,0.0015313445641809142
0.7999999999999999,0.0026287341788442838
0.8999999999999999,0.004431221942554801
0.9999999999999999,0.006829068973999448
1.0999999999999999,0.009914495467669034
1.2,0.013836311354543052
1.3,0.018171704277973412
1.4000000000000001,0.022940882986300946
1.5000000000000002,0.02813617865247921
1.6000000000000003,0.033693077141727444
1.7000000000000004,0.03973526687574212
1.8000000000000005,0.045866117487813246
1.9000000000000006,0.05214724501207885
2.0000000000000004,0.05869858203280885
2.1000000000000005,0.06527297729505335
2.2000000000000006,0.07177209218923125
2.3000000000000007,0.07822882018869748
2.400000000000001,0.08450754995139506
2.500000000000001,0.09056705641126847
2.600000000000001,0.09652804922275142
2.700000000000001,0.10223285443439403
2.800000000000001,0.1076705346355715
2.9000000000000012,0.11276089175586382
3.0000000000000013,0.11736714559770658
3.1000000000000014,0.12140947771527572
3.2000000000000015,0.1248174660528396
3.3000000000000016,0.12751901728057236
3.4000000000000017,0.12949625023987857
3.5000000000000018,0.1307083082406649
3.600000000000002,0.13113818450447057
3.700000000000002,0.13072703685028286
3.800000000000002,0.12943402551636987
3.900000000000002,0.1272270697250172
4.000000000000002,0.12409534417497563
4.100000000000001,0.12005209075464364
4.200000000000001,0.1150674485658062
4.300000000000001,0.10913734218055748
4.4,0.10224112547952917
4.5,0.09439612501381416
4.6,0.0856410244074677
4.699999999999999,0.0760851270545171
4.799999999999999,0.06569446602178435
4.899999999999999,0.05458298203879935
4.999999999999998,0.042785486858759894
5.099999999999998,0.030357359022375734
5.1999999999999975,0.017324317216906374
5.299999999999997,0.003730279867233264
5.399999999999997,-0.010268561807813896
5.4999999999999964,-0.024636022924308273
5.599999999999996,-0.039296881016294034
5.699999999999996,-0.054156774050153005
5.799999999999995,-0.06909390113033193
5.899999999999995,-0.08397715585703737
5.999999999999995,-0.09874469051447565
6.099999999999994,-0.11331632142602803
6.199999999999994,-0.12748123388758945
6.299999999999994,-0.1411660858249953
6.399999999999993,-0.1542997910291091
6.499999999999993,-0.1667184203070626
6.5999999999999925,-0.17847233174672555
6.699999999999992,-0.1893375560765007
6.799999999999992,-0.199178223027809
6.8999999999999915,-0.2080247472038225
6.999999999999991,-0.21560099348801115
7.099999999999991,-0.2217984024065335
7.19999999999999,-0.22650750869221728
7.29999999999999,-0.22955824545258857
7.39999999999999,-0.2307230830800649
7.499999999999989,-0.2299719731901529
7.599999999999989,-0.22715398965336017
7.699999999999989,-0.22231570427797098
7.799999999999988,-0.21541028785930108
7.899999999999988,-0.20636532221584297
7.999999999999988,-0.19514112638260606
8.099999999999987,-0.181704760878222
8.199999999999987,-0.16603226550227843
8.299999999999986,-0.1481098040406979
8.399999999999986,-0.12789539674436423
8.499999999999986,-0.1053932195784138
8.599999999999985,-0.08075401470494314
8.699999999999985,-0.05416375227190741
8.799999999999985,-0.02584290982203656
8.899999999999984,0.00391831803336393
8.999999999999984,0.03492734450614639
9.099999999999984,0.06676078776181274
9.199999999999983,0.0988343870191857
9.299999999999983,0.1307637740664717
9.399999999999983,0.1622241767915121
9.499999999999982,0.19299048477587297
9.599999999999982,0.22254251566976158
9.699999999999982,0.2505301604625387
9.799999999999981,0.27688680195130694
9.89999999999998,0.3010589479018782
9.99999999999998,0.32291576680653733
10.09999999999998,0.3424760865219221
10.19999999999998,0.35906800948923234
10.29999999999998,0.3732532336653743
10.399999999999979,0.38475390888059785
10.499999999999979,0.39393656901751267
10.599999999999978,0.4012056329262355
10.699999999999978,0.40675925326083534
10.799999999999978,0.41126995817104006
10.899999999999977,0.4154503951757835
10.999999999999977,0.41933105260772074
11.099999999999977,0.42276152856882354
11.199999999999976,0.4250321982446718
11.299999999999976,0.42591424521180116
11.399999999999975,0.42477183855494205
11.499999999999975,0.4204345460564847
11.599999999999975,0.4140366740082896
11.699999999999974,0.4055286780074143
11.799999999999974,0.3952218849298335
11.899999999999974,0.38252605536813095
11.999999999999973,0.36762006923686513
12.099999999999973,0.3503510935042782
12.199999999999973,0.3306584601768561
12.299999999999972,0.3077201425353466
12.399999999999972,0.28227538878906094
12.499999999999972,0.25349661429187553
12.599999999999971,0.2206559561942495
12.69999999999997,0.1839448436619431
12.79999999999997,0.14311511447095682
12.89999999999997,0.09807731593099432
12.99999999999997,0.049394823003552274
13.09999999999997,-0.00239239914437131
13.199999999999969,-0.05638660594153463
13.299999999999969,-0.11115612408494854
13.399999999999968,-0.16531153647671756
13.499999999999968,-0.2176775356229334
13.599999999999968,-0.26679476307181554
13.699999999999967,-0.311790459078908
13.799999999999967,-0.35197818974719414
13.899999999999967,-0.3866754905635073
13.999999999999966,-0.4155675452585662
14.099999999999966,-0.43915239592404226
14.199999999999966,-0.45658559851806785
14.299999999999965,-0.4680829329411719
14.399999999999965,-0.47338254949608954
14.499999999999964,-0.4725840626739257
14.599999999999964,-0.46676266443217673
14.699999999999964,-0.4572605199355163
14.799999999999963,-0.44702947858471137
14.899999999999963,-0.43403738836264616
14.999999999999963,-0.41803354234700346
15.099999999999962,-0.400498122695844
15.199999999999962,-0.38186001039402406
15.299999999999962,-0.3614455812984079
15.399999999999961,-0.33843588872601577
15.499999999999961,-0.3112473305088631
15.59999999999996,-0.2839904934131408
15.69999999999996,-0.25352079882091494
15.79999999999996,-0.22392729839323686
15.89999999999996,-0.19634284359080736
15.99999999999996,-0.17242228462134196
16.09999999999996,-0.15246898671120343
16.19999999999996,-0.1347085736724241
16.29999999999996,-0.1198949104203583
16.399999999999963,-0.10625604176592504
16.499999999999964,-0.09115683728944428
16.599999999999966,-0.07339849009583997
16.699999999999967,-0.049739044394384764
16.79999999999997,-0.017413761097263978
16.89999999999997,0.02488265421356123
16.99999999999997,0.0780926567897188
17.099999999999973,0.14273312212163328
17.199999999999974,0.21635584982553785
17.299999999999976,0.29497315539812635
17.399999999999977,0.37316738745526123
17.49999999999998,0.44586697376615736
17.59999999999998,0.5093332371667084
17.69999999999998,0.5620763844475535
17.799999999999983,0.6048556169354354
17.899999999999984,0.6398163456291671
17.999999999999986,0.6692668491743511
18.099999999999987,0.6945937552229849
18.19999999999999,0.7150050462705608
18.29999999999999,0.7288055999971881
18.39999999999999,0.7350673726122443
18.499999999999993,0.731769099227291
18.599999999999994,0.7184145817866326
18.699999999999996,0.6948565138214823
18.799999999999997,0.6644241474413767
18.9,0.6285298009831161
19.0,0.582191975463467
19.1,0.5281591714986774
19.200000000000003,0.47534373627103443
19.300000000000004,0.41461873676941646
19.400000000000006,0.35364148221849645
19.500000000000007,0.2977235770669285
19.60000000000001,0.2461754955098589
19.70000000000001,0.19702748140216486
19.80000000000001,0.15337877180409024
19.900000000000013,0.11298456876866511
20.000000000000014,0.0757610877982946
20.100000000000016,0.044072092982828055
20.200000000000017,0.015356760160369314
20.30000000000002,-0.01450627102019893
20.40000000000002,-0.05159622444633152
20.50000000000002,-0.09873254005958385
20.600000000000023,-0.15834249341923345
20.700000000000024,-0.231376425883737
20.800000000000026,-0.3186880373589258
20.900000000000027,-0.4171175592405721
21.00000000000003,-0.5182174610231528
21.10000000000003,-0.6124902483251272
21.20000000000003,-0.691816107904833
21.300000000000033,-0.7515199879566616
21.400000000000034,-0.7918248781910896
21.500000000000036,-0.819046195374373
21.600000000000037,-0.8396271850158915
