"Time","Downstream Drag Monitor: Downstream Drag Monitor (N)"
0.1,7.923188708431913
0.2,0.3701259463812353
0.30000000000000004,0.31772057319097785
0.4,0.3067823361601709
0.5,0.31312527661871953
0.6,0.3290934713952122
0.7,0.35060536604053466
0.7999999999999999,0.37560866559704514
0.8999999999999999,0.4019531736573507
0.9999999999999999,0.42781535859741404
1.0999999999999999,0.45151703321815584
1.2,0.4717810926960625
1.3,0.48802724161506633
1.4000000000000001,0.4998772727062148
1.5000000000000002,0.5077275936046636
1.6000000000000003,0.5120839193047215
1.7000000000000004,0.5135067947752896
1.8000000000000005,0.5123633212076127
1.9000000000000006,0.509557654152295
2.0000000000000004,0.5058807755170609
2.1000000000000005,0.5017107261456489
2.2000000000000006,0.49629729424449603
2.3000000000000007,0.4908553264604538
2.400000000000001,0.48531162719706794
2.500000000000001,0.47980311568983264
2.600000000000001,0.4745867512479642
2.700000000000001,0.46980625985928504
2.800000000000001,0.465265925612599
2.9000000000000012,0.4610319117500885
3.0000000000000013,0.45686593133270037
3.1000000000000014,0.4528277097912456
3.2000000000000015,0.44874669716636073
3.3000000000000016,0.4445676720099892
3.4000000000000017,0.44032367356341745
3.5000000000000018,0.4357967900492419
3.600000000000002,0.43087082719333364
3.700000000000002,0.4252260375910067
3.800000000000002,0.4189520919218429
3.900000000000002,0.4121398669790682
4.000000000000002,0.40469190154615164
4.100000000000001,0.3964068721096566
4.200000000000001,0.38705470289478744
4.300000000000001,0.37657430748009474
4.4,0.3646156542355964
4.5,0.35175995226544327
4.6,0.3384744690472331
4.699999999999999,0.3221017487439506
4.799999999999999,0.30554452555754186
4.899999999999999,0.2877605625051919
4.999999999999998,0.2692800288356779
5.099999999999998,0.24941076652843688
5.1999999999999975,0.228836461104151
5.299999999999997,0.207501452435012
5.399999999999997,0.18638657309437712
5.4999999999999964,0.1643931532218043
5.599999999999996,0.14229818160998103
5.699999999999996,0.12078265146489228
5.799999999999995,0.09877763667428954
5.899999999999995,0.07712850701792756
5.999999999999995,0.05569066239824692
6.099999999999994,0.03467523094255727
6.199999999999994,0.014665874756895436
6.299999999999994,-0.004783552370709982
6.399999999999993,-0.023507742082629103
6.499999999999993,-0.04210418608374184
6.5999999999999925,-0.059691914481488986
6.699999999999992,-0.07728142946712502
6.799999999999992,-0.09258942666314918
6.8999999999999915,-0.10731370032995595
6.999999999999991,-0.12215079008308237
7.099999999999991,-0.13516288208071497
7.19999999999999,-0.14700152312963213
7.29999999999999,-0.16029251207087541
7.39999999999999,-0.17020923839363353
7.499999999999989,-0.17918246096452914
7.599999999999989,-0.18782044327070818
7.699999999999989,-0.19501901691100706
7.799999999999988,-0.20181797388343733
7.899999999999988,-0.20722421204683406
7.999999999999988,-0.21081573166043646
8.099999999999987,-0.21576747961927395
8.199999999999987,-0.2190948751684452
8.299999999999986,-0.22169039126270856
8.399999999999986,-0.22369868188801528
8.499999999999986,-0.2244533567375542
8.599999999999985,-0.22527955124022456
8.699999999999985,-0.22556747615949096
8.799999999999985,-0.2257634922436472
8.899999999999984,-0.22553952049477272
8.999999999999984,-0.22507142094657243
