"Time","Upstream Drag Monitor: Upstream Drag Monitor (N)"
0.1,7.8085067812469635
0.2,0.2871481984470792
0.30000000000000004,0.23003617464394233
0.4,0.2152499509565258
0.5,0.21845660179469528
0.6,0.23042266968526334
0.7,0.24722570438832264
0.7999999999999999,0.2660705854168643
0.8999999999999999,0.2859984645430972
0.9999999999999999,0.3057578242651154
1.0999999999999999,0.3245460528465347
1.2,0.3414155518082616
1.3,0.3557600451098796
1.4000000000000001,0.36734338365757696
1.5000000000000002,0.376209158104394
1.6000000000000003,0.38239284405796287
1.7000000000000004,0.3865249567777127
1.8000000000000005,0.3887671972823282
1.9000000000000006,0.3894787408309469
2.0000000000000004,0.3889203049380541
2.1000000000000005,0.3874629172571792
2.2000000000000006,0.3854222077085675
2.3000000000000007,0.382791890528536
2.400000000000001,0.3800960422142772
2.500000000000001,0.37718486325674494
2.600000000000001,0.37415919377552276
2.700000000000001,0.37109019778013164
2.800000000000001,0.36807913530008163
2.9000000000000012,0.3651335240126309
3.0000000000000013,0.36225191763001213
3.1000000000000014,0.3595093820679597
3.2000000000000015,0.35688446869690815
3.3000000000000016,0.35437267446622434
3.4000000000000017,0.3519512439392033
3.5000000000000018,0.34971364928305526
3.600000000000002,0.3476345692165262
3.700000000000002,0.3456802283375524
3.800000000000002,0.34386634560626617
3.900000000000002,0.3422360838701692
4.000000000000002,0.34076277809988126
4.100000000000001,0.3394066873542879
4.200000000000001,0.33819504717794024
4.300000000000001,0.33711027599226573
4.4,0.3361163365760012
4.5,0.3352311542715259
4.6,0.33441914020143415
4.699999999999999,0.33368788556669127
4.799999999999999,0.33301997931413074
4.899999999999999,0.33241754953796265
4.999999999999998,0.331832821288648
5.099999999999998,0.33129553362949204
5.1999999999999975,0.3307927092052867
5.299999999999997,0.33036646992929736
5.399999999999997,0.3299885246397339
5.4999999999999964,0.32967604298625103
5.599999999999996,0.32941903943176004
5.699999999999996,0.3291915085427363
5.799999999999995,0.3290090301726248
5.899999999999995,0.32885831039684416
5.999999999999995,0.3287278838764994
6.099999999999994,0.32862910660711186
6.199999999999994,0.3285576716084485
6.299999999999994,0.3284880336655445
6.399999999999993,0.3284215223700834
6.499999999999993,0.3283662067951069
6.5999999999999925,0.32831364642682526
6.699999999999992,0.3282616286195361
6.799999999999992,0.3282186538486193
6.8999999999999915,0.32818354487644474
6.999999999999991,0.3281479818665819
7.099999999999991,0.3281205538290766
7.19999999999999,0.32808569578259433
7.29999999999999,0.32805802186114796
7.39999999999999,0.3280597463423516
7.499999999999989,0.3280733802130184
7.599999999999989,0.32810861086718335
7.699999999999989,0.328176295473582
7.799999999999988,0.32828237721454007
