"Time","Downstream Drag Monitor: Downstream Drag Monitor (N)"
0.1,7.8987354538101435
0.2,0.37584261361612187
0.30000000000000004,0.31873348536214946
0.4,0.3038361923157952
0.5,0.30541952301964975
0.6,0.3159378003938422
0.7,0.3311379974654677
0.7999999999999999,0.3482885583612611
0.8999999999999999,0.36642899659894623
0.9999999999999999,0.3842138290767534
1.0999999999999999,0.4008704916941396
1.2,0.415753380433575
1.3,0.428586953003165
1.4000000000000001,0.4388211237323745
1.5000000000000002,0.44654887596574616
1.6000000000000003,0.4520632929424824
1.7000000000000004,0.4557447508181348
1.8000000000000005,0.45787748886095875
1.9000000000000006,0.4584773009517239
2.0000000000000004,0.45794616350193457
2.1000000000000005,0.4566088956230108
2.2000000000000006,0.45471856826947843
2.3000000000000007,0.45249155332146856
2.400000000000001,0.4500768367385926
2.500000000000001,0.4473975265103172
2.600000000000001,0.44444873379798133
2.700000000000001,0.44126995171463806
2.800000000000001,0.4377673993905794
2.9000000000000012,0.4338929793411136
3.0000000000000013,0.4295989261499932
3.1000000000000014,0.42483119300604866
3.2000000000000015,0.4195015651714765
3.3000000000000016,0.4135599930353538
3.4000000000000017,0.40699438905195984
3.5000000000000018,0.39980841229533004
3.600000000000002,0.3919707373991016
3.700000000000002,0.38345451501058336
3.800000000000002,0.37430698735581114
3.900000000000002,0.3645333963300582
4.000000000000002,0.35416213418267123
4.100000000000001,0.343244950956303
4.200000000000001,0.3318528471484227
4.300000000000001,0.31999851866228335
4.4,0.3077265647091115
4.5,0.2950574644165714
4.6,0.2820221549977212
4.699999999999999,0.2686110960001176
4.799999999999999,0.2548969561479179
4.899999999999999,0.240897943693299
4.999999999999998,0.22659886361241907
5.099999999999998,0.2120759676713917
5.1999999999999975,0.19733804131626406
5.299999999999997,0.18244369890013706
5.399999999999997,0.16745795770200791
5.4999999999999964,0.15238953613555303
5.599999999999996,0.13727458686847527
5.699999999999996,0.12215109383089073
5.799999999999995,0.107055450600398
5.899999999999995,0.09202279189360119
5.999999999999995,0.07710383765452833
6.099999999999994,0.06233298555291136
6.199999999999994,0.04774023623636592
6.299999999999994,0.03344875078064447
6.399999999999993,0.019456036655032025
6.499999999999993,0.0058142891829888535
6.5999999999999925,-0.007386658371513208
6.699999999999992,-0.020093978838946668
6.799999999999992,-0.032277208509268816
6.8999999999999915,-0.043867095885685506
6.999999999999991,-0.05481149605321266
7.099999999999991,-0.0650500437199908
7.19999999999999,-0.07461013309861247
7.29999999999999,-0.08341510259250365
7.39999999999999,-0.0914136461944999
7.499999999999989,-0.09859020564771447
7.599999999999989,-0.10489855938512518
7.699999999999989,-0.11038022916255594
7.799999999999988,-0.1149734220829575
7.899999999999988,-0.11869537054391317
7.999999999999988,-0.12154387394263123
8.099999999999987,-0.12350829158616704
8.199999999999987,-0.12462008653755376
8.299999999999986,-0.12482776851941856
8.399999999999986,-0.12418821022770284
8.499999999999986,-0.12274184758200718
8.599999999999985,-0.12054416207454739
8.699999999999985,-0.11757849421203585
8.799999999999985,-0.11392050017047159
8.899999999999984,-0.10968037785157936
8.999999999999984,-0.10481381385401635
9.099999999999984,-0.09950194910678176
9.199999999999983,-0.09382261576086273
9.299999999999983,-0.08785751299749525
9.399999999999983,-0.08163932899117418
9.499999999999982,-0.07530845958990809
9.599999999999982,-0.06877871360119556
9.699999999999982,-0.06235005450773571
9.799999999999981,-0.056176668143607784
9.89999999999998,-0.0503463529970072
9.99999999999998,-0.044742427535486115
10.09999999999998,-0.03930249241231419
10.19999999999998,-0.03432322609722484
10.29999999999998,-0.029767770489825082
10.399999999999979,-0.025521176758798024
10.499999999999979,-0.021296150072679793
10.599999999999978,-0.01679595701558008
10.699999999999978,-0.011807108193425418
10.799999999999978,-0.006178797068750299
10.899999999999977,7.885171340701429E-4
10.999999999999977,0.009405881460797369
11.099999999999977,0.019563662511491577
11.199999999999976,0.03171260825164041
11.299999999999976,0.0466857532584672
11.399999999999975,0.0643767936683029
11.499999999999975,0.08446513841946979
11.599999999999975,0.10718086735886023
11.699999999999974,0.13240834787946437
11.799999999999974,0.15933135036043738
11.899999999999974,0.1874322723671269
11.999999999999973,0.21616798232386736
12.099999999999973,0.24466907914065092
