"Time","Downstream Drag Monitor: Downstream Drag Monitor (N)"
0.1,6.544419881244805
0.2,0.48764535591352737
0.30000000000000004,0.42975027757268724
0.4,0.4049135173859142
0.5,0.3908034546638599
0.6,0.38055855061585553
0.7,0.37021023649572105
0.7999999999999999,0.35868676919664466
0.8999999999999999,0.34331504822350306
0.9999999999999999,0.3239551155523145
1.0999999999999999,0.29921302609119227
1.2,0.26882384083754435
1.3,0.23333672435067412
1.4000000000000001,0.19423906397217575
1.5000000000000002,0.15164379590682903
1.6000000000000003,0.10865601110759275
1.7000000000000004,0.06644335020945351
1.8000000000000005,0.02590948725775042
1.9000000000000006,-0.011481637568329418
2.0000000000000004,-0.044137470574128854
2.1000000000000005,-0.07230745533360988
2.2000000000000006,-0.09579032982458907
2.3000000000000007,-0.11472693287309625
2.400000000000001,-0.1296242948948407
2.500000000000001,-0.14115001637816774
2.600000000000001,-0.15057730522095786
2.700000000000001,-0.15653910955200798
2.800000000000001,-0.16071590163801866
2.9000000000000012,-0.1638751480432437
3.0000000000000013,-0.16589590070462232
3.1000000000000014,-0.1669480979578685
3.2000000000000015,-0.16732330549910787
3.3000000000000016,-0.16743796686533152
3.4000000000000017,-0.1672756079926868
3.5000000000000018,-0.16691832747405352
3.600000000000002,-0.1669056003111219
3.700000000000002,-0.16681551206673173
3.800000000000002,-0.16825213200891548
3.900000000000002,-0.1673074482295248
4.000000000000002,-0.16821766783989148
4.100000000000001,-0.1684149310104986
4.200000000000001,-0.16977086189183152
4.300000000000001,-0.17047107712153603
4.4,-0.17159897729084334
4.5,-0.17257654552418344
4.6,-0.17416029494080126
4.699999999999999,-0.17507254108394202
4.799999999999999,-0.17603808571882557
4.899999999999999,-0.17681891986490375
4.999999999999998,-0.1777100899859975
5.099999999999998,-0.1787701490243061
5.1999999999999975,-0.17961790770796962
5.299999999999997,-0.1803676225791123
5.399999999999997,-0.18103983507756496
5.4999999999999964,-0.18153756741348692
5.599999999999996,-0.18207610171770405
5.699999999999996,-0.1824284440901538
5.799999999999995,-0.1824200358471871
5.899999999999995,-0.1831537045867876
5.999999999999995,-0.18344917322339846
6.099999999999994,-0.18364004627598463
6.199999999999994,-0.18379846184499146
6.299999999999994,-0.1839191427234792
6.399999999999993,-0.18403749177212933
6.499999999999993,-0.18432982987165145
6.5999999999999925,-0.18424212665517015
6.699999999999992,-0.18420119534971055
6.799999999999992,-0.18422563618046076
6.8999999999999915,-0.1841619987890836
6.999999999999991,-0.18422500555216467
7.099999999999991,-0.18468909325383798
7.19999999999999,-0.18394332961460402
7.29999999999999,-0.18341894720183746
7.39999999999999,-0.18344187455471608
7.499999999999989,-0.1818886964655208
7.599999999999989,-0.1832533322010262
7.699999999999989,-0.18302270752843033
7.799999999999988,-0.1824399723639718
7.899999999999988,-0.1821261293473283
7.999999999999988,-0.18251820600127766
8.099999999999987,-0.18307533562229208
8.199999999999987,-0.18228324223639625
8.299999999999986,-0.18268930109856446
8.399999999999986,-0.1840151564444259
8.499999999999986,-0.18364752519022312
8.599999999999985,-0.18508814190891942
8.699999999999985,-0.18317478243736124
8.799999999999985,-0.18431221676156836
8.899999999999984,-0.18588639266576448
8.999999999999984,-0.18562508555023988
9.099999999999984,-0.18748617063605275
9.199999999999983,-0.18891318668682797
9.299999999999983,-0.18680967441129287
9.399999999999983,-0.18779711082398862
9.499999999999982,-0.18745717691523356
9.599999999999982,-0.18817164596442928
9.699999999999982,-0.18883522950947282
9.799999999999981,-0.18924893763591666
9.89999999999998,-0.189222639277858
9.99999999999998,-0.18845577133377636
10.09999999999998,-0.1889660312908857
10.19999999999998,-0.18905837939466436
10.29999999999998,-0.18871219772511086
10.399999999999979,-0.1886012183836022
10.499999999999979,-0.18727006218339112
10.599999999999978,-0.18627311944598732
10.699999999999978,-0.18508978268800286
10.799999999999978,-0.18358198225326852
10.899999999999977,-0.1818472807165412
10.999999999999977,-0.17913065752582133
11.099999999999977,-0.1770809554021153
11.199999999999976,-0.17455701777579952
11.299999999999976,-0.17358384858227838
11.399999999999975,-0.16983898938326722
11.499999999999975,-0.16599218455401052
11.599999999999975,-0.16427818919226705
11.699999999999974,-0.1618512436122563
11.799999999999974,-0.15948769076376001
11.899999999999974,-0.1555117996386231
11.999999999999973,-0.15472574129566638
12.099999999999973,-0.15283138926700968
12.199999999999973,-0.14999195380507907
12.299999999999972,-0.14755252623657963
12.399999999999972,-0.14976072335202403
12.499999999999972,-0.14809401554423857
12.599999999999971,-0.14804161055876564
12.69999999999997,-0.14852923485200967
12.79999999999997,-0.14931756226359785
12.89999999999997,-0.1503703030854642
12.99999999999997,-0.15188950434297963
13.09999999999997,-0.1534759135206401
13.199999999999969,-0.15643403170610407
13.299999999999969,-0.15954343195354687
13.399999999999968,-0.16217384512849062
13.499999999999968,-0.1650470301314262
13.599999999999968,-0.16751528856233544
13.699999999999967,-0.16849544610174877
13.799999999999967,-0.17273816399844835
13.899999999999967,-0.17363823270860587
13.999999999999966,-0.17575614642675558
14.099999999999966,-0.17490360234045543
14.199999999999966,-0.1721303847268229
14.299999999999965,-0.16802505187996808
14.399999999999965,-0.16669955311789045
14.499999999999964,-0.16142715710972713
14.599999999999964,-0.15583924324422535
14.699999999999964,-0.14662002472988364
14.799999999999963,-0.13158108361728843
14.899999999999963,-0.12051572520267428
14.999999999999963,-0.10838076691475557
15.099999999999962,-0.095263169349906
15.199999999999962,-0.08113280838427886
15.299999999999962,-0.06711796229757992
15.399999999999961,-0.0524134365904177
15.499999999999961,-0.03803256675755457
15.59999999999996,-0.02472464500586974
15.69999999999996,-0.01865427567419519
15.79999999999996,-6.854323859798849E-5
15.89999999999996,0.008170282943004526
15.99999999999996,0.015202893678488316
16.09999999999996,0.026610809107775656
16.19999999999996,0.02994083312855497
16.29999999999996,0.03888057999599487
16.399999999999963,0.04180726309108337
16.499999999999964,0.04008009366387132
16.599999999999966,0.048508301861181144
16.699999999999967,0.04334368264970174
16.79999999999997,0.04998928430992289
16.89999999999997,0.04857690488812236
16.99999999999997,0.041974962813990234
17.099999999999973,0.041723176376758736
17.199999999999974,0.03649758128167028
17.299999999999976,0.03508029093378794
17.399999999999977,0.03384810846550126
17.49999999999998,0.019122090408739634
17.59999999999998,0.01463685565278989
17.69999999999998,-2.449848520824135E-4
17.799999999999983,-0.008668702398301215
17.899999999999984,-0.020428222733026902
17.999999999999986,-0.03727651389648074
18.099999999999987,-0.05836603486633505
18.19999999999999,-0.07134731412402465
18.29999999999999,-0.09006303738042443
18.39999999999999,-0.10317518903607437
18.499999999999993,-0.10691861834005423
18.599999999999994,-0.09605907480803581
18.699999999999996,-0.09300772915799391
18.799999999999997,-0.06444570102511513
18.9,-0.047028154688032626
