"Time","6-DOF Body Translation Monitor: 6-DOF Body Translation Monitor (m)"
0.1,-5.479010274932424E-6
0.2,-3.534573275182456E-5
0.30000000000000004,-7.42016780489907E-5
0.4,-1.015520283014552E-4
0.5,-1.2740368265440002E-4
0.6,-1.5135822312675675E-4
0.7,-1.7135555166435115E-4
0.7999999999999999,-1.87226783296468E-4
0.8999999999999999,-1.9884881950808263E-4
0.9999999999999999,-2.0580500296526422E-4
1.0999999999999999,-2.078885341236603E-4
1.2,-2.057715350120313E-4
1.3,-2.0044772891987205E-4
1.4000000000000001,-1.9249628474104716E-4
1.5000000000000002,-1.816689687322002E-4
1.6000000000000003,-1.6837166663908514E-4
1.7000000000000004,-1.5361393257814202E-4
1.8000000000000005,-1.3742411997275363E-4
1.9000000000000006,-1.182726964509204E-4
2.0000000000000004,-9.39135420787554E-5
2.1000000000000005,-6.280147786937669E-5
2.2000000000000006,-2.4173990177970874E-5
2.3000000000000007,2.2708504585591124E-5
2.400000000000001,7.868990953415287E-5
2.500000000000001,1.4438985524533807E-4
2.600000000000001,2.2079612938272588E-4
2.700000000000001,3.085700087431953E-4
2.800000000000001,4.0671856895699385E-4
2.9000000000000012,5.150966746957897E-4
3.0000000000000013,6.35702606570544E-4
3.1000000000000014,7.697893790352721E-4
3.2000000000000015,9.173022582502249E-4
3.3000000000000016,0.0010783541915492124
3.4000000000000017,0.001253426236570213
3.5000000000000018,0.0014428060891790336
3.600000000000002,0.0016461467111766746
3.700000000000002,0.0018630406495627936
3.800000000000002,0.0020921247632116045
3.900000000000002,0.002331623867808505
4.000000000000002,0.002581839163188498
4.100000000000001,0.0028427825386467347
4.200000000000001,0.003112803730619226
4.300000000000001,0.0033904948869280015
4.4,0.0036754830901606296
4.5,0.0039670134489714175
4.6,0.004262122078369706
4.699999999999999,0.004557782114478751
4.799999999999999,0.004852096993185373
4.899999999999999,0.0051426982029943455
4.999999999999998,0.005426695050335712
5.099999999999998,0.005701208173562126
5.1999999999999975,0.005963373156788998
5.299999999999997,0.0062099736497190005
5.399999999999997,0.006437707419420186
5.4999999999999964,0.006643597013243026
5.599999999999996,0.006824233026336682
5.699999999999996,0.006975982266042795
5.799999999999995,0.007095510628254854
5.899999999999995,0.007179376454164664
5.999999999999995,0.007224214286070282
6.099999999999994,0.0072266984534938
6.199999999999994,0.007183382869090082
6.299999999999994,0.007090907746653087
6.399999999999993,0.00694603578975452
6.499999999999993,0.006745753188426887
6.5999999999999925,0.006487443620997136
6.699999999999992,0.006168712482793175
6.799999999999992,0.005787284943610147
6.8999999999999915,0.005341284179293702
6.999999999999991,0.004828621140176441
7.099999999999991,0.004247454819995788
7.19999999999999,0.003597130811570448
7.29999999999999,0.0028769310357925505
7.39999999999999,0.0020859539662530582
7.499999999999989,0.0012261313424022013
7.599999999999989,3.0013696802199167E-4
7.699999999999989,-6.92556984316471E-4
7.799999999999988,-0.0017520227345858485
7.899999999999988,-0.0028755473848571505
7.999999999999988,-0.004058747152562247
8.099999999999987,-0.005297117011660166
8.199999999999987,-0.006586864262714324
8.299999999999986,-0.007923857923902504
8.399999999999986,-0.009304544193798631
8.499999999999986,-0.010723605531539504
8.599999999999985,-0.012171934964764868
8.699999999999985,-0.013641979866448368
8.799999999999985,-0.015128058516241964
8.899999999999984,-0.016622795703562974
8.999999999999984,-0.018116249670917926
9.099999999999984,-0.019596251987919516
9.199999999999983,-0.021053529513603973
9.299999999999983,-0.022481335382705976
9.399999999999983,-0.023868639379826584
9.499999999999982,-0.02520141602427522
9.599999999999982,-0.02646715075819997
9.699999999999982,-0.02765500383428815
9.799999999999981,-0.0287525816587032
9.89999999999998,-0.02974598102440075
9.99999999999998,-0.03062430631314734
10.09999999999998,-0.031378229240628185
10.19999999999998,-0.031997145854516566
10.29999999999998,-0.032469395312500746
10.399999999999979,-0.03278215967013947
10.499999999999979,-0.03292321079075817
10.599999999999978,-0.03288134275503461
10.699999999999978,-0.032645583760600776
10.799999999999978,-0.03220555133343498
10.899999999999977,-0.0315514749780187
10.999999999999977,-0.03067208710110403
11.099999999999977,-0.029556508948291142
11.199999999999976,-0.028199090447939733
11.299999999999976,-0.026596437040156747
11.399999999999975,-0.02474343025301906
11.499999999999975,-0.022633512894972854
11.599999999999975,-0.020259287043941893
11.699999999999974,-0.01761648185338251
11.799999999999974,-0.014706684172418674
11.899999999999974,-0.011530048198600606
11.999999999999973,-0.008086075300389493
12.099999999999973,-0.004378743582524368
12.199999999999973,-4.121763250421939E-4
12.299999999999972,0.0038071955008271135
12.399999999999972,0.008268311149237302
12.499999999999972,0.012960998572466518
12.599999999999971,0.017875758746335485
12.69999999999997,0.022996825377153373
12.79999999999997,0.028303229647647428
12.89999999999997,0.03377476413308408
12.99999999999997,0.03939056989880786
13.09999999999997,0.04512646227758087
13.199999999999969,0.05095538694408405
13.299999999999969,0.05684756384520818
13.399999999999968,0.06277250082051494
13.499999999999968,0.0686971722467466
13.599999999999968,0.07458552360005305
13.699999999999967,0.08040016790006645
13.799999999999967,0.08610127114733045
13.899999999999967,0.09164811585412486
13.999999999999966,0.09699616058235182
14.099999999999966,0.10209885122750857
14.199999999999966,0.10691172117989611
14.299999999999965,0.1113895016624657
14.399999999999965,0.11548059791727615
14.499999999999964,0.11913083717929665
14.599999999999964,0.12229092289660032
14.699999999999964,0.1249076169500648
14.799999999999963,0.12692197389418716
14.899999999999963,0.12827514680915167
14.999999999999963,0.1289088124135415
15.099999999999962,0.1287654137234677
15.199999999999962,0.1277862319768151
15.299999999999962,0.12591347581334045
15.399999999999961,0.12309155924767909
15.499999999999961,0.11926778681096672
15.59999999999996,0.11439493539905018
15.69999999999996,0.10842734176456068
15.79999999999996,0.10132228402960428
15.89999999999996,0.09305138271512896
15.99999999999996,0.08359552250474168
16.09999999999996,0.07293577904628436
16.19999999999996,0.061057355290449374
16.29999999999996,0.04795607885896477
16.399999999999963,0.0336405404395963
16.499999999999964,0.018122966665528664
16.599999999999966,0.0014231321480195937
16.699999999999967,-0.0164250955440492
16.79999999999997,-0.03538110085301748
16.89999999999997,-0.05539544854841186
16.99999999999997,-0.07639842056227969
17.099999999999973,-0.09830448129145068
17.199999999999974,-0.12102363598291535
17.299999999999976,-0.14445177659469904
17.399999999999977,-0.16845531227991442
17.49999999999998,-0.19287850400662115
17.59999999999998,-0.21755466728443368
17.69999999999998,-0.2422988595420852
17.799999999999983,-0.2669066385931712
17.899999999999984,-0.2911543470827588
17.999999999999986,-0.31480734822742495
18.099999999999987,-0.3376308026521436
18.19999999999999,-0.35938118470077396
18.29999999999999,-0.3798036189193292
18.39999999999999,-0.3986473357440769
18.499999999999993,-0.41566423685061005
18.599999999999994,-0.430597883642086
18.699999999999996,-0.44319136741235476
18.799999999999997,-0.45318000135055403
18.9,-0.4603207491874381
19.0,-0.464429133437267
19.1,-0.46535617816393476
19.200000000000003,-0.46299907272816543
19.300000000000004,-0.4573235796321114
19.400000000000006,-0.4483442946933207
19.500000000000007,-0.4361158012004293
19.60000000000001,-0.4207277490298609
19.70000000000001,-0.4022856590250723
19.80000000000001,-0.38090821914149187
19.900000000000013,-0.3567307488033882
20.000000000000014,-0.32989963930302324
20.100000000000016,-0.30056338541940353
20.200000000000017,-0.26887467999650716
20.30000000000002,-0.23497665692696612
20.40000000000002,-0.1989878060210146
20.50000000000002,-0.16102408068306742
20.600000000000023,-0.12119717162264859
20.700000000000024,-0.07960091095608893
20.800000000000026,-0.03631311754027594
20.900000000000027,0.008589552698526327
21.00000000000003,0.05501904670689232
21.10000000000003,0.10286751662171506
21.20000000000003,0.15200013886830455
21.300000000000033,0.20225190557772849
21.400000000000034,0.2534080674731267
21.500000000000036,0.30520900589084027
21.600000000000037,0.35734059107461624
21.70000000000004,0.4094231156537844
21.80000000000004,0.4610359633461118
21.90000000000004,0.5117165721642503
22.000000000000043,0.5609686465244855
22.100000000000044,0.6082733036312221
22.200000000000045,0.6531058829880624
22.300000000000047,0.6949596647406502
22.40000000000005,0.7333487930225286
22.50000000000005,0.7677923961051857
22.60000000000005,0.7978241523764616
22.700000000000053,0.8229819464040969
22.800000000000054,0.8427741952830345
22.900000000000055,0.8567267809413749
23.000000000000057,0.8644292413866331
23.10000000000006,0.8655636396567733
23.20000000000006,0.8599418106688592
23.30000000000006,0.8475247436460751
23.400000000000063,0.8284228477367389
23.500000000000064,0.8028844373320013
23.600000000000065,0.7712695417539885
23.700000000000067,0.734028413507335
23.800000000000068,0.6916883443592912
23.90000000000007,0.6448318524788411
24.00000000000007,0.5940747545332252
24.100000000000072,0.540039943445359
24.200000000000074,0.4833271730014353
24.300000000000075,0.42447464361127996
24.400000000000077,0.3639468323070817
24.500000000000078,0.3021180704699513
24.60000000000008,0.23923721217665536
24.70000000000008,0.17545929499849827
24.800000000000082,0.11086247129712774
24.900000000000084,0.04544377592217183
25.000000000000085,-0.0208118637372095
25.100000000000087,-0.08789138719620226
25.200000000000088,-0.15573748554191108
25.30000000000009,-0.2242386592736747
25.40000000000009,-0.29316946234835506
25.500000000000092,-0.36219536905931715
25.600000000000094,-0.4309443861896679
25.700000000000095,-0.49894958402758743
25.800000000000097,-0.5656654480339818
25.900000000000098,-0.6304906026081262
26.0000000000001,-0.6927800709464343
26.1000000000001,-0.7519075781867922
26.200000000000102,-0.8072924645995141
26.300000000000104,-0.858395583149044
26.400000000000105,-0.9046909988844815
26.500000000000107,-0.9456831272685151
26.600000000000108,-0.9808972065469967
26.70000000000011,-1.0098433101312427
26.80000000000011,-1.0320247452768283
26.900000000000112,-1.0469613553895645
27.000000000000114,-1.0542312203763782
27.100000000000115,-1.0535110922096806
27.200000000000117,-1.044605304610595
27.300000000000118,-1.0274853851576975
27.40000000000012,-1.0022839535978274
27.50000000000012,-0.9692821470280365
27.600000000000122,-0.9289240780065917
27.700000000000124,-0.8817773401283374
27.800000000000125,-0.8284993925414003
27.900000000000126,-0.7698310672442538
28.000000000000128,-0.7065720760406692
28.10000000000013,-0.6395449635796039
28.20000000000013,-0.5695551915291598
28.300000000000132,-0.4973689541977464
28.400000000000134,-0.4236410100154012
28.500000000000135,-0.34886083261367334
28.600000000000136,-0.2733772372193402
28.700000000000138,-0.19739676310826162
28.80000000000014,-0.12098842979991628
28.90000000000014,-0.04413195618056984
29.000000000000142,0.03321707069545493
29.100000000000144,0.11106359164586743
29.200000000000145,0.18930351590578887
29.300000000000146,0.26773883166654316
29.400000000000148,0.346087463054326
29.50000000000015,0.4239443577290993
29.60000000000015,0.50078367824312
29.700000000000152,0.5759773419157826
29.800000000000153,0.6488947419279649
29.900000000000155,0.7188912249767326
30.000000000000156,0.7852854203237782
30.100000000000158,0.8474353561366887
30.20000000000016,0.9047414424476086
30.30000000000016,0.9566587673705064
30.400000000000162,1.0026277734701015
30.500000000000163,1.0420534185756982
30.600000000000165,1.0743780042974054
30.700000000000166,1.0990391154047534
30.800000000000168,1.115497713012327
30.90000000000017,1.123321388070756
31.00000000000017,1.1222037611072164
31.100000000000172,1.1119965297761876
31.200000000000173,1.0927404298422507
31.300000000000175,1.0646629745430658
31.400000000000176,1.028154715357569
31.500000000000178,0.9837517641423461
31.60000000000018,0.9321205014250042
31.70000000000018,0.874028471555377
31.800000000000182,0.8103328697588819
31.900000000000183,0.7419632718945601
32.000000000000185,0.6698568442473558
32.100000000000186,0.5949338749013141
32.20000000000019,0.5180717328291046
32.30000000000019,0.4400045633468484
32.40000000000019,0.3612807897611984
32.50000000000019,0.2822696926419272
32.60000000000019,0.20315666529461895
32.700000000000195,0.12397314343361833
32.800000000000196,0.044639477084673126
32.9000000000002,-0.03492748279276435
33.0000000000002,-0.11475421848179118
33.1000000000002,-0.19481643581128422
33.2000000000002,-0.2749407029424793
33.3000000000002,-0.3547393457378829
33.400000000000205,-0.43374194821706635
33.500000000000206,-0.5115107142887644
33.60000000000021,-0.587479252733245
33.70000000000021,-0.6609433718215094
33.80000000000021,-0.7312355098084913
33.90000000000021,-0.7977428069584234
34.00000000000021,-0.8598769982346098
34.100000000000215,-0.9170763417782465
34.200000000000216,-0.9688103373835836
34.30000000000022,-1.0145440575494982
34.40000000000022,-1.0537298975580143
34.50000000000022,-1.0858165510555626
34.60000000000022,-1.1102684609705409
34.70000000000022,-1.1265893751489808
34.800000000000225,-1.1343513431871477
34.900000000000226,-1.133239044939214
35.00000000000023,-1.123084240983353
35.10000000000023,-1.1038931384470518
35.20000000000023,-1.0758558669194866
35.30000000000023,-1.0393384100004424
35.40000000000023,-0.9948441622034063
35.500000000000234,-0.9430054351108934
35.600000000000236,-0.8845842960762632
35.70000000000024,-0.8204398596017893
35.80000000000024,-0.7514951942696384
35.90000000000024,-0.6787164349304324
36.00000000000024,-0.6030596697206574
36.10000000000024,-0.5253876864233701
36.200000000000244,-0.44645915964145994
36.300000000000246,-0.36687862116117465
36.40000000000025,-0.28702639781469524
36.50000000000025,-0.2071016301498701
36.60000000000025,-0.12715027004902313
36.70000000000025,-0.04711197208558149
36.80000000000025,0.03309212747054306
36.900000000000254,0.11350013365894936
